subject;tx_engj;enviados;abertura;cliques;optout;p_abertura;p_cliques;p_optout;ciclo;ano;ciclo_ano;promo_categoria;tipo_acao;tipo_desconto;id_campanha
🙌 Dê boas-vindas ao novo Boticollection;0,996366681;245597;22394;954;91;0,091181896;0,042600697;0,004063588;15;2020;202015;Perfumaria;Foco/SubFoco;Desc Consumidor;202015_16_COM_LC_PERF_BOTICOL_M_NCOMP_3CICLOS_EMKT
Um lançamento incrível;1,038699753;260286;20142;1005;48;0,077384108;0,04989574;0,00238308;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_17_COM_LCTO_CUID_NSPA_ORG_COMP_QUINOA_EMKT
Um lançamento incrível;1,036881012;66012;4570;261;12;0,069229837;0,057111597;0,002625821;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_17_COM_LCTO_CUID_NSPA_ORG_LOVER_CAT_QT_EMKT
Um lançamento incrível;1,35220044;13622;3817;102;1;0,280208486;0,026722557;0,000261986;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_17_COM_LCTO_CUID_NSPA_ORG_REPIQ_SUSTEN_EMKT
🤭 Vim aqui te contar...;1,105088089;211390;20327;2867;76;0,096158759;0,141043932;0,003738869;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_18_COM_PROM_CUID_CDBEM_ALAVANCAGEM_EMKT
🤭 Vim aqui te contar...;1,042948802;29678;2361;313;16;0,079553878;0,132570945;0,006776789;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_18_COM_PROM_CUID_CDBEM_CROSS_INTENSE_EMKT
🤭 Vim aqui te contar...;1,094592166;120831;11356;1545;48;0,093982504;0,136051427;0,00422684;15;2020;202015;Cuidados;Lucro Extra;Desc Consumidor;202015_18_COM_PROM_CUID_CDBEM_TOP_COMP_ALCOOL_EMKT
💅 Lançamentos e desconto de arrasar;1,109023947;117806;16433;973;38;0,139492046;0,059210126;0,00231242;15;2020;202015;Maquiagem;Lucro Extra;Desc Consumidor;202015_19_COM_PROM_LCTO_MAKEB_CROS_COMP_MATCH_EMKT
💅 Lançamentos e desconto de arrasar;1,127657023;62899;9640;615;23;0,153261578;0,06379668;0,002385892;15;2020;202015;Maquiagem;Lucro Extra;Desc Consumidor;202015_19_COM_PROM_LCTO_MAKEB_ESMALT_COMP_PLT_EMKT
💅 Lançamentos e desconto de arrasar;1,07194791;56114;6086;324;16;0,108457782;0,053236937;0,002628985;15;2020;202015;Maquiagem;Lucro Extra;Desc Consumidor;202015_19_COM_PROM_LCTO_MAKEB_ESMALT_COMP_UNH_EMKT
Muuuuitas promoções em perfumaria;1,121994802;152723;13352;1521;31;0,087426255;0,113915518;0,00232175;15;2020;202015;Perfumaria;Lucro Extra;Desc Consumidor;202015_21_COM_PROM_PERF_ELYSEE_PROP_ALTA_EMKT
Muuuuitas promoções em perfumaria;1,084947659;153700;14486;1668;57;0,094248536;0,115145658;0,003934834;15;2020;202015;Perfumaria;Lucro Extra;Desc Consumidor;202015_21_COM_PROM_PERF_ELYSEE_PROP_BAIXA_EMKT
Muuuuitas promoções em perfumaria;1,102134452;152581;13675;1548;41;0,089624527;0,113199269;0,002998172;15;2020;202015;Perfumaria;Lucro Extra;Desc Consumidor;202015_21_COM_PROM_PERF_GLAMOUR_PROP_ALTA_EMKT
Muuuuitas promoções em perfumaria;1,09615264;154666;15929;2083;68;0,102989668;0,130767782;0,004268943;15;2020;202015;Perfumaria;Lucro Extra;Desc Consumidor;202015_21_COM_PROM_PERF_GLAMOUR_PROP_BAIXA_EMKT
💝 Presentes perfeitos para o Natal;1,04291808;120070;10239;833;43;0,085275256;0,081355601;0,004199629;15;2020;202015;Gifts;Lucro Extra;30% Lucro Total;202015_22_COM_GIFT_ANTEC_NATAL_COMP_ANTECP_EMKT
💝 Presentes perfeitos para o Natal;0,965444811;118267;7583;500;48;0,064117632;0,065936964;0,006329949;15;2020;202015;Gifts;Lucro Extra;30% Lucro Total;202015_22_COM_GIFT_ANTEC_NATAL_COMP_CUID_BRBA_EMKT
💝 Presentes perfeitos para o Natal;1,051481513;131391;10211;897;38;0,077714608;0,08784644;0,003721477;15;2020;202015;Gifts;Lucro Extra;30% Lucro Total;202015_22_COM_GIFT_ANTECIP_NATAL_ALAVANCAGEM_EMKT
💲 Promos no seu App favorito;1,129759377;153098;16859;1881;44;0,110119009;0,111572454;0,002609882;15;2020;202015;Perfumaria;App;25% Lucro Total;202015_23_COM_APP_LE_ELYSEE_PROP_ALTA_NUSER_EMKT
💲 Promos no seu App favorito;1,236426742;152799;27625;2697;29;0,180793068;0,097628959;0,001049774;15;2020;202015;Perfumaria;App;25% Lucro Total;202015_23_COM_APP_LE_ELYSEE_PROP_ALTA_USER_EMKT
💲 Promos no seu App favorito;1,239427262;55539;7701;1085;11;0,13865932;0,140890793;0,001428386;15;2020;202015;Perfumaria;App;25% Lucro Total;202015_23_COM_APP_LE_ELYSEE_PROP_BAIXA_NUSER_EMKT
💲 Promos no seu App favorito;1,213133808;154949;30001;3034;46;0,193618545;0,101129962;0,001533282;15;2020;202015;Perfumaria;App;25% Lucro Total;202015_23_COM_APP_LE_ELYSEE_PROP_BAIXA_USER_EMKT
Cashback para comprar no Espaço dos Revendedores?;1,025936902;753009;64138;3869;232;0,085175609;0,060323053;0,0036172;15;2020;202015;Outros;Outros;Outros;202015_26_COM_ATIVOS_SEM_MRD_EMKT
Última chance para aproveitar esse desconto!;0,953114627;522383;20435;979;71;0,039118807;0,047908001;0,003474431;15;2020;202015;Perfumaria;Foco/SubFoco;Desc Consumidor;202015_27_REPIQUE_BOTICOL_MASCULINO
🤑 Letra L de Lily e também de Lucro extra!;1,153622482;41695;5075;379;9;0,121717232;0,074679803;0,001773399;16;2020;202016;Perfumaria;Ações Exclusivas;30% Lucro Total;202016_01_CRM_FLIP_ESSENCE_15_ALTO_EMKT
🤑 Letra L de Lily e também de Lucro extra!;1,132066619;140252;16814;1197;30;0,119884208;0,071190674;0,001784227;16;2020;202016;Perfumaria;Ações Exclusivas;30% Lucro Total;202016_01_CRM_FLIP_ESSENCE_15_MEDIO_BAIXO_EMKT
Ganhe Mais com Boti!;1,217918588;13114;1530;203;3;0,116669208;0,132679739;0,001960784;16;2020;202016;Outros;Produtividade;Brinde;202016_02_CRM_GANHEMAIS_PROXIMA_FAIXA
Cheiro de novidade no ar com Floratta Fleur Suprême;1,049189227;90946;6725;332;14;0,073944978;0,04936803;0,002081784;16;2020;202016;Perfumaria;Foco/SubFoco;25% Lucro Total;202016_04_COM_PERF_LCT_FLRTA_PROP_ALTA_COSSEN_EMKT
Cheiro de novidade no ar com Floratta Fleur Suprême;1,060230227;55319;3814;168;6;0,06894557;0,044048243;0,001573152;16;2020;202016;Perfumaria;Foco/SubFoco;25% Lucro Total;202016_04_COM_PERF_LCT_FLRTA_PROP_ALTA_NE_EMKT
Cheiro de novidade no ar com Floratta Fleur Suprême;0,993904781;114356;7519;425;30;0,065750813;0,056523474;0,003989892;16;2020;202016;Perfumaria;Foco/SubFoco;25% Lucro Total;202016_04_COM_PERF_LCT_FLRTA_PROP_BAIX_COSSEN_EMKT
Cheiro de novidade no ar com Floratta Fleur Suprême;1,003119525;27214;1891;104;7;0,069486294;0,054997356;0,003701745;16;2020;202016;Perfumaria;Foco/SubFoco;25% Lucro Total;202016_04_COM_PERF_LCT_FLRTA_PROP_BAIX_NE
Exclusivo: A Beauty Week começou antes pra quem tem o App!;1,068083681;538531;31931;4349;105;0,05929278;0,136199931;0,00328834;16;2020;202016;Perfumaria;Lucro Extra;+35% Lucro Total;202016_05_COM_PROM_BEAUTYWEEK_ANTE_REPIQ_APP_EMKT
Exclusivo: A Beauty Week começou antes pra quem tem o App!;1,139564576;583410;54288;9254;135;0,093052913;0,170461244;0,002486737;16;2020;202016;Perfumaria;Lucro Extra;+35% Lucro Total;202016_05_COM_PROM_BEAUTYWEEK_ANTECIP_APP_EMKT
Exclusivo: A Beauty Week começou antes pra quem tem o App!;1,181853016;585669;64071;15242;149;0,109397971;0,237892338;0,002325545;16;2020;202016;Perfumaria;Lucro Extra;+35% Lucro Total;202016_05_COM_PROM_BEAUTYWEEK_ANTECIP_EMKT
Exclusivo: A Beauty Week começou antes pra quem tem o App!;1,120977822;526471;31765;6608;81;0,060335707;0,208027703;0,002549976;16;2020;202016;Perfumaria;Lucro Extra;+35% Lucro Total;202016_05_COM_PROM_BEAUTYWEEK_ANTECIP_REPIQUE_EMKT
Exclusivo: A Beauty Week começou antes pra quem tem o App!;1,13047132;584415;54335;8028;132;0,092973315;0,147750069;0,002429373;16;2020;202016;Perfumaria;Lucro Extra;+35% Lucro Total;202016_05_COM_PROM_BEAUTYWEEK_EMKT
Gostamos de te ver feliz, por isso os descontos não param!;1,079407567;106234;6995;533;14;0,06584521;0,076197284;0,00200143;16;2020;202016;Cuidados;Lucro Extra;Desc Consumidor;202016_06_COM_CUID_CDBEM_CROSS_INTENSE_EMKT
Gostamos de te ver feliz, por isso os descontos não param!;1,066818278;115051;7712;520;16;0,067031143;0,067427386;0,002074689;16;2020;202016;Cuidados;Lucro Extra;Desc Consumidor;202016_06_COM_CUID_CDBEM_NSPA_ALAVANC_ALTO_EMKT
Aqui nesse e-mail tem batom, tem base, tem promo...;1,26595177;12284;2178;138;2;0,17730381;0,063360882;0,000918274;16;2020;202016;Maquiagem;Foco/SubFoco;25% Lucro Total;202016_07_COM_MAKE_LCTO_SUNHIT_COMP
Aqui nesse e-mail tem batom, tem base, tem promo...;1,177770722;35461;6627;379;11;0,186881363;0,057190282;0,001659876;16;2020;202016;Maquiagem;Lucro Extra;Desc Consumidor;202016_07_COM_MAKE_POT_PROD_VIP_N_COMP_MAKE
Aqui nesse e-mail tem batom, tem base, tem promo...;1,222503793;122622;38145;2005;46;0,311077947;0,05256259;0,001205925;16;2020;202016;Maquiagem;Lucro Extra;Desc Consumidor;202016_07_COM_MAKE_REPIQUE_JORNADA_COMP_EMKT
Aqui nesse e-mail tem batom, tem base, tem promo...;1,232839043;50475;15130;872;21;0,299752353;0,05763384;0,001387971;16;2020;202016;Maquiagem;Lucro Extra;Desc Consumidor;202016_07_COM_MAKE_REPIQUE_JORNADA_N_COMP_EMKT
Sentindo cheiro de promo no ar? 💚;1,126673002;152464;11231;985;16;0,073663291;0,087703677;0,001424628;16;2020;202016;Perfumaria;Lucro Extra;Desc Consumidor;202016_08_COM_PERF_PROMO_BOTICOLL_PROP_ALTA_EMKT
Sentindo cheiro de promo no ar? 💚;1,024309197;153596;9881;852;41;0,064331102;0,08622609;0,004149378;16;2020;202016;Perfumaria;Lucro Extra;Desc Consumidor;202016_08_COM_PERF_PROMO_BOTICOLL_PROP_BAIXA_EMKT
Sentindo cheiro de promo no ar? 💚;1,104837577;153214;10663;1055;21;0,069595468;0,098940261;0,001969427;16;2020;202016;Perfumaria;Lucro Extra;Desc Consumidor;202016_08_COM_PERF_PROMO_INOV_6_A_20_EMKT
🎅 Ho Ho Ho! A novidade chegou!;1,215527654;129453;22148;1330;18;0,171089121;0,060050569;0,000812714;16;2020;202016;Gifts;Lucro Extra;30% Lucro Total;202016_09_COM_GIFT_PROMO_ANTECIP_ALAVANCAGEM_EMKT
🎅 Ho Ho Ho! A novidade chegou!;1,20305165;196868;36542;2241;35;0,185616758;0,061326693;0,000957802;16;2020;202016;Gifts;Lucro Extra;30% Lucro Total;202016_09_COM_GIFT_PROMO_ANTECIP_COMP_ATE_9UN_EMKT
Ganhe Mais com Boti!;1,099272952;25754;2779;254;10;0,107905568;0,091399784;0,003598417;17;2020;202017;Outros;Produtividade;Brinde;202017_02_CRM_GANHEMAIS_PROXIMA_FAIXA
@oboticario mencionou você;1,167715953;561661;112106;6368;138;0,199597266;0,056803383;0,001230978;17;2020;202017;Perfumaria;Foco/SubFoco;25% Lucro Total;202017_04_COM_PERF_LCT_COMP_CHYPRE_EMKT
@oboticario mencionou você;1,199297694;241801;47888;3882;65;0,198047154;0,08106415;0,001357334;17;2020;202017;Perfumaria;Foco/SubFoco;25% Lucro Total;202017_04_COM_PERF_LCT_MALBC_COMP_NATAL_EMKT
@oboticario mencionou você;1,233295007;302339;68397;5205;62;0,22622619;0,076099829;0,000906473;17;2020;202017;Perfumaria;Foco/SubFoco;25% Lucro Total;202017_04_COM_PERF_LCT_PROP_ALTO_LILY_FLORAT_EMKT
@oboticario mencionou você;1,252390895;423767;136794;11006;135;0,322804749;0,080456745;0,000986885;17;2020;202017;Perfumaria;Foco/SubFoco;25% Lucro Total;202017_04_COM_PERF_LCT_PROP_BAIXO_LILY_FLORAT_EMKT
🎄 É promo de Natal que você quer, é promo de Natal que terá, NOME!;1,196787847;51727;7985;658;12;0,154368125;0,082404508;0,001502818;17;2020;202017;Gifts;Lucro Extra;25% Lucro Total;202017_05_COM_COMP_LILY_N_COMP_GIFTS_EMKT
🎄 É promo de Natal que você quer, é promo de Natal que terá, NOME!;1,180735021;101394;15143;1183;22;0,149348088;0,078121905;0,001452816;17;2020;202017;Gifts;Lucro Extra;25% Lucro Total;202017_05_COM_GIFT_COMP_GIFTS_NATAL_EMKT
🎄 É promo de Natal que você quer, é promo de Natal que terá, NOME!;1,366471393;43267;10567;1638;8;0,244227702;0,155010883;0,000757074;17;2020;202017;Gifts;Lucro Extra;25% Lucro Total;202017_05_COM_GIFT_PROD_POTEN_SAFRA_2020_EMKT
🎄 É promo de Natal que você quer, é promo de Natal que terá, NOME!;1,212214527;232104;40507;4889;62;0,174520904;0,120695188;0,0015306;17;2020;202017;Gifts;Lucro Extra;25% Lucro Total;202017_05_COM_GIFT_TOP_VLR_GIFTS_EMKT
🧚‍♀️ Confira o lançamento colorido de Intense by Manu Gavassi;1,138270622;200817;36614;1365;46;0,182325202;0,037280822;0,00125635;17;2020;202017;Maquiagem;Lucro Extra;Desc Consumidor;202017_06_COM_MAKE_COMP_MAKEB_INOV21_30_EMKT
🧚‍♀️ Confira o lançamento colorido de Intense by Manu Gavassi;1,156660303;90964;16668;555;17;0,183237325;0,033297336;0,001019918;17;2020;202017;Maquiagem;Lucro Extra;Desc Consumidor;202017_06_COM_MAKE_COMP_MAKEB_INOV31_40_EMKT
🧚‍♀️ Confira o lançamento colorido de Intense by Manu Gavassi;1,126740395;152650;27685;876;35;0,181362594;0,031641683;0,001264223;17;2020;202017;Maquiagem;Lucro Extra;Desc Consumidor;202017_06_COM_MAKE_PROP_ALTA_INTENSE_EMKT
🧚‍♀️ Confira o lançamento colorido de Intense by Manu Gavassi;1,207504781;156338;39020;2588;54;0,249587432;0,066324962;0,001383906;17;2020;202017;Maquiagem;Lucro Extra;Desc Consumidor;202017_06_COM_MAKE_PROP_BAIXA_INTENSE_EMKT
Quer mais uma opção de presente para os pequenos?;1,137439227;225944;38406;1441;45;0,169980172;0,037520179;0,001171692;17;2020;202017;Infantil;Lucro Extra;Desc Consumidor;202017_08_COM_INFA_COMP_CAPRICH_SOPHIE_EMKT
Quer mais uma opção de presente para os pequenos?;1,200263532;55577;10567;469;10;0,190132609;0,044383458;0,000946342;17;2020;202017;Infantil;Lucro Extra;Desc Consumidor;202017_08_COM_INFA_COMP_LADYBUG
Quer mais uma opção de presente para os pequenos?;1,107934189;141355;24042;867;41;0,170082417;0,036061892;0,001705349;17;2020;202017;Infantil;Lucro Extra;Desc Consumidor;202017_08_COM_INFA_INOV_21_30_EMKT
Quer mais uma opção de presente para os pequenos?;1,087765535;69210;11504;464;29;0,166218755;0,040333797;0,002520862;17;2020;202017;Infantil;Lucro Extra;Desc Consumidor;202017_08_COM_INFA_INOV_31_40_EMKT
☀️Chegou uma novidade que vai bronzear suas vendas!;1,145427729;12826;1128;90;2;0,087946359;0,079787234;0,00177305;17;2020;202017;Cuidados;Lucro Extra;Desc Consumidor;202017_09_COM_CUID_AUSTR_GOLD_COMP_SOLAR_NE
☀️Chegou uma novidade que vai bronzear suas vendas!;1,038651178;111024;8044;346;16;0,072452803;0,043013426;0,00198906;17;2020;202017;Cuidados;Lucro Extra;Desc Consumidor;202017_09_COM_CUID_AUSTR_GOLD_PROD_POTEN_NE_EMKT
🤫 Abra esse e-mail para eu te contar um segredo....;1,263302653;225384;70693;7857;96;0,313655805;0,111142546;0,001357985;17;2020;202017;Perfumaria;Lucro Extra;Desc Consumidor;202017_11_COM_SECRET_WEEK_PROD_POTENCIAIS_EMKT
⚡ Promo Relâmpago ⚡;1,259300804;232865;73730;6460;83;0,316621218;0,087616981;0,001125729;17;2020;202017;Cuidados;Produtividade;Brinde;202017_12_COM_PRM_RLMPG_ENG60_PROD_POTEN_EMKT
Qual é a próxima faixa que você vai conquistar?;1,420119943;74992;18216;4139;9;0,24290591;0,22721783;0,000494071;13;2021;202113;Outros;Produtividade;Outros;202113_01_CRM_GANHEMAIS_PROXIMA_FAIXA123
A hora de Botik é agora!;1,17101092;29149;2196;77;1;0,075337061;0,035063752;0,000455373;13;2021;202113;Cuidados;Ações Exclusivas;30% Lucro Total;202113_10_CRM_CUID_BOTIK_COMP_BOTIK_PROD3_COSSEN
A hora de Botik é agora!;0,96298388;25815;1266;42;3;0,049041255;0,033175355;0,002369668;13;2021;202113;Cuidados;Ações Exclusivas;30% Lucro Total;202113_10_CRM_CUID_BOTIK_NCOMP_BOTIK_PROD3_COSSEN
A hora de Botik é agora!;1,066924167;25666;1235;41;1;0,048118133;0,033198381;0,000809717;13;2021;202113;Cuidados;Ações Exclusivas;+35% Lucro Total;202113_11_CRM_CUID_BOTIK_NCOMP_BOTIK_PEN_COSSEN
A hora de Botik é agora!;1,164157125;29135;2100;75;1;0,072078256;0,035714286;0,00047619;13;2021;202113;Cuidados;Ações Exclusivas;30% Lucro Total;202113_12_CRM_CUID_BOTIK_COMP_BOTIK_PROD5_COSSEN
NOME, quer promos exclusivas?;1,166804286;409398;73949;4110;86;0,18062863;0,055578845;0,001162964;13;2021;202113;Outros;Ações Exclusivas;+35% Lucro Total;202113_13_CRM_VD_ANFORA_DOURADA_BASEATIVA
Já colocou as loções no seu pedido?;1,284615972;114320;33993;2036;22;0,297349545;0,059894684;0,000647192;13;2021;202113;Cuidados;Foco/SubFoco;Brinde;202113_15_COM_CUID_REFIS_ABRE_EMAIL_BOTI_RECICLA
Já colocou as loções no seu pedido?;0,977726647;190456;6069;383;16;0,031865628;0,063107596;0,002636349;13;2021;202113;Cuidados;Foco/SubFoco;Brinde;202113_15_COM_CUID_REFIS_COMP_CUID_VEGANO2
Já colocou as loções no seu pedido?;1,042145573;59132;1724;109;2;0,029155111;0,063225058;0,001160093;13;2021;202113;Cuidados;Foco/SubFoco;Brinde;202113_15_COM_CUID_REFIS_COMP_POUCO_REFIL2
Pausa para relaxar!;1,146622538;6487;635;37;0;0,097888084;0,058267717;0;13;2021;202113;Perfumaria;Foco/SubFoco;Desc Consumidor;202113_16_COM_PERF_REVS_COMP_AROMAT
Aroma & Terapia: o bem-estar tá on;1,007220104;198621;13708;538;34;0,069015864;0,039247155;0,002480303;13;2021;202113;Perfumaria;Foco/SubFoco;Desc Consumidor;202113_16_COM_PERF_REVS_NPROD_INOV_20A30
Aroma & Terapia: o bem-estar tá on;1,003215759;199599;13486;431;28;0,067565469;0,031959069;0,002076227;13;2021;202113;Perfumaria;Foco/SubFoco;Desc Consumidor;202113_16_COM_PERF_REVS_PROD_INOV_20A30
Adeus, danos do sol. Chegou Match Operação Verão;1,054089802;269600;17460;577;19;0,064762611;0,033046964;0,001088202;13;2021;202113;Outros;Lucro Extra;Desc Consumidor;202113_17_COM_CABE_COMP_MATCH_C07AC10
Adeus, danos do sol. Chegou Match Operação Verão;1,005815093;150662;9757;331;20;0,064760855;0,033924362;0,00204981;13;2021;202113;Outros;Lucro Extra;Desc Consumidor;202113_17_COM_CABE_REVS_CIDADE_LITORAL
Você tem uma nova notificação!;1,248206929;251821;50258;6147;56;0,199578272;0,122308886;0,00111425;13;2021;202113;Gifts;Lucro Extra;Outros;202113_18_COM_GIFTS_PROP_BAIXA_GIFTS
Você tem uma nova notificação!;1,298315191;262993;51736;6101;29;0,196720065;0,117925622;0,000560538;13;2021;202113;Gifts;Lucro Extra;Outros;202113_18_COM_GIFTS_TOP_VLR_GIFTS
Arrasa na make, arrasa no lucro!;1,189723923;229328;38926;919;15;0,169739413;0,023608899;0,000385347;13;2021;202113;Maquiagem;Lucro Extra;Desc Consumidor;202113_19_COM_EAM_COMP_MAKE_ABRE_MSL
Arrasa na make, arrasa no lucro!;1,101692841;134598;12966;345;10;0,096331298;0,026608052;0,000771248;13;2021;202113;Maquiagem;Lucro Extra;Desc Consumidor;202113_19_COM_EAM_REVS_ALAVANC_MAKEB
Para tudo! PROMOÇÃO DE MALBEC;1,216514911;368214;60099;4913;50;0,163217585;0,081748448;0,000831961;13;2021;202113;Perfumaria;Lucro Extra;Desc Consumidor;202113_20_COM_PERF_PROMO_ALAVANC_PERF_BE25_ENGJ60
Para tudo! PROMOÇÃO DE MALBEC;1,082544515;578865;56480;4137;135;0,097570245;0,073247167;0,002390227;13;2021;202113;Perfumaria;Lucro Extra;Desc Consumidor;202113_20_COM_PERF_PROMO_INAT_CESSADOS_I4AI10
Semana do Brasil: desconto em fragrâncias vigorosas!;1,199475047;493260;63216;6611;62;0,128159591;0,104577955;0,000980764;13;2021;202113;Perfumaria;Lucro Extra;Desc Consumidor;202113_20_COM_PERF_PROMO_TOP_VLR_MALBEC_A0A3
Ai Brasiiiiiil: itens de Cuidado com descontos vigorosos!;1,130906552;671094;98747;3857;98;0,147143321;0,039059414;0,000992435;13;2021;202113;Outros;Lucro Extra;35% Lucro Total;202113_22_COM_SEMANA_BRASIL_ENGJ30
[BOTIK] Antecipamos o lançamento para você!;1,283158394;24221;2707;156;1;0,11176252;0,057628371;0,000369413;13;2021;202113;Cuidados;App;25% Lucro Total;202113_24_COM_APP_LE_BOTIK_ABRE_APP15
[BOTIK] Antecipamos o lançamento para você!;1,143476401;312346;31432;1526;25;0,100631991;0,048549249;0,000795368;13;2021;202113;Cuidados;App;25% Lucro Total;202113_24_COM_APP_LE_BOTIK_COMP_APP
[BOTIK] Antecipamos o lançamento para você!;1,129840789;244246;20754;1532;26;0,084971709;0,073817095;0,001252771;13;2021;202113;Cuidados;App;25% Lucro Total;202113_24_COM_APP_LE_BOTIK_N_USER_APP
PRORROGAMOS a semana do Brasil!;1,292566119;92621;17918;1614;11;0,193455048;0,090077018;0,000613908;13;2021;202113;Outros;Lucro Extra;+35% Lucro Total;202113_26_COM_PRORROGACAO_SEMANA_BR_GOLD_ESM_DIAM2
Olha o brinde, olha o brinde!;1,162836603;157727;27667;1481;37;0,175410678;0,053529476;0,001337333;13;2021;202113;Outros;Produtividade;Outros;202113_28_COM_PROMO_BERLOQUES_A3I4_N_DF
Olha o brinde, olha o brinde!;1,291983516;142172;31032;2196;15;0,218270827;0,070765661;0,000483372;13;2021;202113;Outros;Produtividade;Outros;202113_28_COM_PROMO_BERLOQUES_POTEN_N_DF
Olha o brinde, olha o brinde!;1,325770744;145564;47833;3219;22;0,3286046;0,067296636;0,000459934;13;2021;202113;Outros;Produtividade;Outros;202113_28_COM_PROMO_BERLOQUES_REVS_PED_UNIC_RS800
Bônus + Sustentabilidade;0,993110608;58988;4051;81;6;0,068674985;0,019995063;0,001481116;13;2021;202113;Outros;Institucional;Outros;202113_29_COM_BOTI_RECICLA_ENGJ180
Bônus + Sustentabilidade;1,066020795;262288;51237;630;54;0,195346337;0,012295802;0,001053926;13;2021;202113;Outros;Institucional;Outros;202113_29_COM_BOTI_RECICLA_ENGJ30_LMTD
Pode chegar que a casa é sua, Ciclo 13;1,014169353;57531;1841;146;4;0,032000139;0,079304726;0,002172732;13;2021;202113;Outros;Com. Massiva;Outros;202113_31_COM_RESUMO_CICLO_ENGJ180
Pode chegar que a casa é sua, Ciclo 13;1,12896497;254608;25937;1613;33;0,101870326;0,062189151;0,001272314;13;2021;202113;Outros;Com. Massiva;Outros;202113_31_COM_RESUMO_CICLO_ENGJ30_LMTD
Ei, que tal uma promo quente?;1,193824118;58406;5929;248;3;0,101513543;0,041828302;0,000505988;13;2021;202113;Perfumaria;Produtividade;30% Lucro Total;202113_32_COM_ANTECP_PROM_EGEO_TOP_VLR_EGEO_ENGJ30
Ação exclusiva: 40% de lucro, exclusivo para você!;0,969634158;19541;1034;14;1;0,052914385;0,013539652;0,000967118;13;2021;202113;Cuidados;Demais Marcas VD;+35% Lucro Total;202113_OUI_01_CRM_LE_ESFOLIANTE_BLUE_ROSE_PILOTO
Ação exclusiva: 50% DE LUCRO, exclusivo para você!;0,980301426;144283;8314;206;15;0,057622866;0,024777484;0,001804186;13;2021;202113;Cuidados;Demais Marcas VD;+35% Lucro Total;202113_OUI_02_CRM_LE_LOC400ML_BLUE_ROSE_EXP
Oportunidade exclusiva:44% de lucro exclusivo para você!;0,877259672;4015;290;5;0;0,072229141;0,017241379;0;13;2021;202113;Cuidados;Demais Marcas VD;+35% Lucro Total;202113_OUI_03_CRM_LE_OLEO_GOLD_ESM_DIAM_PILOTO
ERRATA: Oportunidade exclusiva: 40% de lucro exclusivo para você!;1,041932284;23149;1641;43;2;0,070888591;0,026203534;0,001218769;13;2021;202113;Cuidados;Demais Marcas VD;+35% Lucro Total;202113_OUI_04_CRM_LE_CREME_GOLD_ESM_DIAM_EXP
Descontos inéditos e lucratividade em alta: bienvenue ao ciclo 13!;1,040374989;101480;6612;220;9;0,065155696;0,033272837;0,001361162;13;2021;202113;Outros;Demais Marcas VD;Outros;202113_OUI_05_COM_RESUMO_CICLO_BASEATIVA
Ainda dá tempo de ganhar R$ 1000 em prêmios;1,123320071;101425;6329;332;5;0,062400789;0,052456944;0,000790014;13;2021;202113;Outros;Demais Marcas VD;Outros;202113_OUI_06_COM_INCENTIVO_VOYAGE_NAO_INSCRITOS
C'est magnifique! Eaux de parfum com descontos de até 15%. Aproveite!;1,063952659;101373;6201;205;6;0,061170134;0,033059184;0,000967586;13;2021;202113;Perfumaria;Demais Marcas VD;Outros;202113_OUI_07_COM_PERF_EDP_LE15_BASEATIVA
Ainda dá tempo: aproveite as oportunidades inéditas de O.U.i;0,952779706;195287;11365;174;18;0,058196398;0,015310163;0,00158381;13;2021;202113;Outros;Demais Marcas VD;Outros;202113_OUI_08_COM_PROMO_NAO_COMPROU_C12
O.U.i apresenta Jardin de Grasse: eau de parfum com 10% de desconto no ciclo 13.;0,841179041;101397;6280;44;17;0,061934771;0,007006369;0,002707006;13;2021;202113;Perfumaria;Demais Marcas VD;Outros;202113_OUI_09_COM_PERF_JARDIN_GRASSE_LE10_BASEATIV
Venda ainda mais, descubra como!;0,919134247;101205;5518;65;9;0,054522998;0,01177963;0,001631026;13;2021;202113;Outros;Demais Marcas VD;Outros;202113_OUI_13_COM_MATERIAIS_VENDA_BASEATIVA
Novo objetivo: conquistar a próxima faixa;1,175279442;59059;11676;1492;43;0;0;0;16;2021;202116;Outros;Produtividade;Outros;202116_01_CRM_GANHEMAIS_PROXIMA_FAIXA
Atenção: este e-mail contém altas doses de saudade;1,175279442;32415;7353;296;5;0,226839426;0,040255678;0,000679995;16;2021;202116;Perfumaria;Ações Exclusivas;30% Lucro Total;202116_03_CRM_PERF_MALBEC_INATIV_ENGJ60
Atenção: este e-mail contém altas doses de saudade;1,175279442;120974;18197;1135;33;0,150420752;0,062372919;0,001813486;16;2021;202116;Perfumaria;Ações Exclusivas;30% Lucro Total;202116_03_CRM_PERF_MALBEC_INATIV_NENGJ60
Atenção: este e-mail contém altas doses de saudade;1,175279442;31306;7406;397;13;0,23656807;0,053605185;0,001755334;16;2021;202116;Perfumaria;Ações Exclusivas;30% Lucro Total;202116_04_CRM_PERF_MALBEC_CESSAD_I7AI10_ENGJ30
