subject;tx_engj;enviados;abertura;cliques;optout;p_abertura;p_cliques;p_optout;ciclo;ano;ciclo_ano;promo_categoria;tipo_acao;tipo_desconto;id_campanha
🏷 Promo Exclusiva de Lily para você;1,087384203;75711;5255;423;11;0,069408672;0,080494767;0,002093245;9;2021;202109;Perfumaria;Ações Exclusivas;35% Lucro Total;202109_04_CRM_PERF_LILY_COMP_2020_NCOMP_2021_SSP
(2) Tem amostras para você aqui!;1,186462041;298418;47264;2451;37;0,158381867;0,051857651;0,000782837;9;2021;202109;Maquiagem;Ações Exclusivas;Brinde;202109_05_CRM_MAKE_FAC_AMOSTRAGEM_APP_COSEN
(3) Tem amostras para você aqui!;1,121038596;233366;19372;968;18;0,083011236;0,049969027;0,000929176;9;2021;202109;Maquiagem;Ações Exclusivas;Brinde;202109_05_CRM_MAKE_FAC_AMOSTRAGEM_APP_NE
(1) Tem amostra para você aqui!;1,113102573;277291;29972;1489;39;0,108088614;0,049679701;0,001301214;9;2021;202109;Maquiagem;Ações Exclusivas;Brinde;202109_05_CRM_MAKE_FAC_AMOSTRAGEM_APP_SSP
O frescor gelado de Quasar Ice com lucro extra!;1,038191134;193642;14243;303;14;0,073553258;0,021273608;0,000982939;9;2021;202109;Perfumaria;Foco/SubFoco;Desc Consumidor;202109_07_COM_LCT_PERF_QUASAR_ICE_N_COMP21_ENG60
O frescor gelado de Quasar Ice com lucro extra!;1,011220076;138934;7556;147;7;0,054385536;0,019454738;0,000926416;9;2021;202109;Perfumaria;Foco/SubFoco;Desc Consumidor;202109_07_COM_LCT_PERF_QUASAR_ICE_N_PROD_QUASAR
O frescor gelado de Quasar Ice com lucro extra!;1,052519458;133181;6600;150;4;0,049556618;0,022727273;0,000606061;9;2021;202109;Perfumaria;Foco/SubFoco;Desc Consumidor;202109_07_COM_LCT_PERF_QUASAR_ICE_PROD_QUASAR
O frescor gelado de Quasar Ice com lucro extra!;0,989674213;16397;957;31;2;0,058364335;0,032392894;0,002089864;9;2021;202109;Perfumaria;Foco/SubFoco;Desc Consumidor;202109_07_COM_LCT_PERF_QUASAR_ICE_TOP_VLR_QUASAR
Conheça Make B. Unlimited e muito mais;1,009679348;188831;15288;389;28;0,080961283;0,025444793;0,001831502;9;2021;202109;Maquiagem;Foco/SubFoco;30% Lucro Total;202109_08_COM_MAKE_MAKEB_UNLIMTD_N_COMP21_ENG60
Conheça Make B. Unlimited e muito mais;1,028215028;133092;7845;213;9;0,058944189;0,027151052;0,001147228;9;2021;202109;Maquiagem;Foco/SubFoco;30% Lucro Total;202109_08_COM_MAKE_MAKEB_UNLIMTD_N_PROD_MAKEB
Conheça Make B. Unlimited e muito mais;0,982152271;120744;6933;212;15;0,057419002;0,030578393;0,002163566;9;2021;202109;Maquiagem;Foco/SubFoco;30% Lucro Total;202109_08_COM_MAKE_MAKEB_UNLIMTD_PROD_MAKEB
Conheça Make B. Unlimited e muito mais;1,017821298;33888;2206;111;6;0,065096789;0,050317316;0,002719855;9;2021;202109;Maquiagem;Foco/SubFoco;30% Lucro Total;202109_08_COM_MAKE_MAKEB_UNLIMTD_TOP_VLR_MAKEB
Conheça Nativa SPA Centella Asiática;1,104965958;293372;40103;905;33;0,136696754;0,02256689;0,000822881;9;2021;202109;Cuidados;Lucro Extra;25% Lucro Total;202109_09_COM_CUID_NSPA_ASIAT_ALAVANC_NSPA_BE10
Conheça Nativa SPA Centella Asiática;1,128285512;221372;31531;715;21;0,142434454;0,022676097;0,000666011;9;2021;202109;Cuidados;Lucro Extra;25% Lucro Total;202109_09_COM_CUID_NSPA_ASIAT_INOV_21_40
Conheça Nativa SPA Centella Asiática;1,095242701;251838;44780;717;39;0,177812721;0,016011612;0,000870925;9;2021;202109;Cuidados;Lucro Extra;25% Lucro Total;202109_09_COM_CUID_NSPA_ASIAT_N_COMP_NSPA_C07
🌈 Coleção Orgulho para celebrar o amor;0,987103043;209221;15006;500;42;0,071723202;0,033320005;0,00279888;9;2021;202109;Perfumaria;Produtividade;Outros;202109_11_COM_ORGULHO_DIVERS_NAO_PROD_ENGJ180
🌈 Coleção Orgulho para celebrar o amor;1,012550855;148966;8380;289;14;0,056254447;0,034486874;0,001670644;9;2021;202109;Perfumaria;Produtividade;Outros;202109_11_COM_ORGULHO_DIVERS_PROD_INSENSATEZ
🌈 Coleção Orgulho para celebrar o amor;1,056093812;226195;16903;481;18;0,074727558;0,028456487;0,0010649;9;2021;202109;Perfumaria;Produtividade;Outros;202109_11_COM_ORGULHO_DIVERS_PROD_POTE_VIP_ENGJ180
📧 Abra esse email;1,192332975;203582;27752;1925;25;0,136318535;0,06936437;0,000900836;9;2021;202109;Perfumaria;Lucro Extra;+35% Lucro Total;202109_12_COM_PERF_PROMO_ABR_EMAIL_PRM_PERF_COSSEN
📧 Abra esse email;1,199256705;90430;11796;894;12;0,130443437;0,075788403;0,001017294;9;2021;202109;Perfumaria;Lucro Extra;+35% Lucro Total;202109_12_COM_PERF_PROMO_ABR_EMAIL_PRM_PERF_NE
📧 Abra esse email;1,066073526;238181;9403;1148;20;0,03947838;0,122088695;0,002126981;9;2021;202109;Perfumaria;Lucro Extra;+35% Lucro Total;202109_12_COM_PERF_PROMO_REVS_NAO_PROD_PROD_COSSEN
📧 Abra esse email;1,110277623;116018;4052;518;5;0,034925615;0,127838105;0,001233959;9;2021;202109;Perfumaria;Lucro Extra;+35% Lucro Total;202109_12_COM_PERF_PROMO_REVS_NAO_PROD_PROD_NE
Dia dos Pais O Boticário;1,037710571;454603;23060;1611;50;0,050725578;0,069861232;0,002168257;9;2021;202109;Gifts;Lucro Extra;Desc Progressivo;202109_15_COM_GIFTS_ANTECP_KITS_PAIS_COMP_PAIS
Dia dos Pais O Boticário;1,127169978;434574;47708;3798;80;0,109781073;0,07960929;0,001676868;9;2021;202109;Gifts;Lucro Extra;Desc Progressivo;202109_15_COM_GIFTS_ANTECP_KITS_PAIS_N_COMP_PAIS
Dia dos Pais O Boticário;1,240233542;336411;58954;4976;41;0,175243972;0,08440479;0,000695457;9;2021;202109;Gifts;Lucro Extra;Desc Progressivo;202109_15_COM_GIFTS_ANTECP_KITS_PAIS_REPIQ_MSL
📱 Acesse o App para garantir lucro extra!;1,08367498;58343;5257;278;10;0,090105068;0,052881872;0,001902226;9;2021;202109;Perfumaria;App;25% Lucro Total;202109_16_COM_APP_LE_BOT214_ABRE_APP15DIAS
📱 Acesse o App para garantir lucro extra!;0,989638251;162607;7317;314;16;0,044998063;0,042913762;0,002186689;9;2021;202109;Perfumaria;App;25% Lucro Total;202109_16_COM_APP_LE_BOT214_ABRE_APP60DIAS_MAIS
📱 Acesse o App para garantir lucro extra!;1,037240068;154456;11287;363;17;0,073075827;0,032160893;0,001506158;9;2021;202109;Perfumaria;App;25% Lucro Total;202109_16_COM_APP_LE_BOT214_COMP_BOT214_COMP_APP
📱 Acesse o App para garantir lucro extra!;1,039568883;151176;6868;494;14;0,045430492;0,071927781;0,002038439;9;2021;202109;Perfumaria;App;25% Lucro Total;202109_16_COM_APP_LE_BOT214_N_USER_APP
NOME, aproveite Elysée com lucratividade extra!;1,216664705;115331;14705;882;9;0,12750258;0,059979599;0,000612037;9;2021;202109;Perfumaria;Lucro Extra;Outros;202109_17_COM_MCB_PERF_ELYSEE_GOLD_ESMERALDA_DIAM
Bônus para você!;1,200387996;361743;31298;3455;23;0,086519988;0,11039044;0,000734871;9;2021;202109;MCD;Produtividade;Outros;202109_18_COM_MCD_REV_SEM_MCD_ABRE_APP15DIAS
Bônus para você!;1,03242509;214072;9386;781;23;0,043845061;0,083209035;0,002450458;9;2021;202109;MCD;Produtividade;Outros;202109_18_COM_MCD_REV_SEM_MCD_PROD_POTEN
O Ciclo dos Revendedores está aqui, NOME;1,293403607;247030;60842;4655;30;0,246293972;0,076509648;0,00049308;9;2021;202109;Resumo de Ciclo;Resumo de Ciclo;Outros;202109_22_COM_RESUMO_CICLO_ENGJ30_LMTD
O Ciclo dos Revendedores está aqui, NOME;1,253442696;23073;1875;157;1;0,081263815;0,083733333;0,000533333;9;2021;202109;Resumo de Ciclo;Resumo de Ciclo;Outros;202109_22_COM_RESUMO_CICLO_ENGJ90_MAIS
50% de lucro em Zaad?;1,087985768;250763;18226;1027;25;0,072682174;0,056348074;0,001371667;9;2021;202109;Perfumaria;Base;35% Lucro Total;202109_23_COM_CANAL_VD_INATIVOS_ZAAD_LE35
Ganhe um Zaad Go nas compras acima de R$200!;1,244207908;31242;3925;299;3;0,125632162;0,076178344;0,000764331;9;2021;202109;Perfumaria;Base;Brinde;202109_24_COM_CANAL_VD_CESSADOS_PASSOU_GANHOU
Quer dinheiro de volta?;1,034009598;10739;775;19;1;0,072166868;0,024516129;0,001290323;9;2021;202109;Covid;Covid;Outros;202109_25_COM_LOCKDOWN_GRUPO_24
Descubra novidades no ciclo 9!;1,04376404;19242;1162;51;2;0,060388733;0,043889845;0,00172117;9;2021;202109;Resumo de Ciclo;O.U.i;Outros;202109_OUI_01_COM_RESUMO_CICLO_REVS_BASE_ATIVA
Ação exclusiva O.U.i: Crèmes Riches a R$60;0,918202007;10274;508;19;2;0,049445201;0,037401575;0,003937008;9;2021;202109;Cuidados;O.U.i;+35% Lucro Total;202109_OUI_03_CRM_CUID_CREME_RICHE_LT50_N_COMP_OUI
Ação exclusiva O.U.i: lucre com Jardin de Grasse;0,835024879;3728;192;5;0;0,051502146;0,026041667;0;9;2021;202109;Perfumaria;O.U.i;Bônus (R$);202109_OUI_04_CRM_PERF_JARDIN_COMP_UMA_VEZ_OUI
Descontos inéditos O.U.i para seus clientes;0,902656408;19278;1085;34;5;0,056281772;0,031336406;0,004608295;9;2021;202109;Cuidados;O.U.i;Outros;202109_OUI_06_COM_CUID_PROMO_LOCAO_REVS_BASE_ATIVA
Perfumaria para o corpo O.U.i com desconto!;1,033609807;19245;993;27;0;0,051597818;0,027190332;0;9;2021;202109;Cuidados;O.U.i;Outros;202109_OUI_07_COM_CUID_PROMO_SABONETE_REVS_BASE_ATIVA
Bonjour! Sua experiencia de alta perfumaria está chegando;1,119674422;239620;22305;1703;36;0,093084884;0,076350594;0,001613988;9;2021;202109;O.U.i;O.U.i;30% Lucro Total;202109_OUI_08_COM_PLANO_EXPANSAO_BASE_ATIVA
Oportunidade imperdível no ciclo 9!;0,886177152;19185;892;21;3;0,046494657;0,023542601;0,003363229;9;2021;202109;O.U.i;O.U.i;Outros;202109_OUI_11_COM_LEMBRETE_PROMO_REVS_BASE_ATIVA
Uma homenagem O.U.i para você! 🌻;0,943009898;19187;875;25;2;0,045603794;0,028571429;0,002285714;9;2021;202109;O.U.i;O.U.i;Outros;202109_OUI_12_COM_HOMENAGEM_REVEND_REVS_BASE_ATIVA
🎁 Aumente seu pedido e ganhe prêmios!;1,327750021;66668;7866;969;3;0,11798764;0,123188406;0,000381388;10;2021;202110;Ganhe Mais;Ganhe Mais;Outros;202110_01_CRM_GANHEMAIS_PROXIMA_FAIXA
🌿Foi você quem pediu lucro extra em Arbo?;1,203304193;49621;7058;380;6;0,142238165;0,053839615;0,000850099;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_03_CRM_PERF_ARBO_ALAVANC_BE20_COSSEN
🌿Foi você quem pediu lucro extra em Arbo?;1,181006481;56511;9451;520;12;0,167241776;0,055020633;0,001269707;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_03_CRM_PERF_ARBO_COSSEN_LE20
🌿Foi você quem pediu lucro extra em Arbo?;1,142061506;38839;4303;162;4;0,1107907;0,037648152;0,000929584;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_03_CRM_PERF_ARBO_PROD_ARB_NCOMP_2021_COSSEN
📢 Extra, extra: lucro extra em Men!;1,109582966;45370;6319;186;8;0,139277055;0,029435037;0,001266023;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_04_CRM_PERF_BOTMEN_ALAVANC_BE10A20_SSP
📢 Extra, extra: lucro extra em Men!;1,051800228;15324;1836;55;4;0,11981206;0,029956427;0,002178649;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_04_CRM_PERF_BOTMEN_PROD_MEN_NCOMP_2021_SSP
📢 Extra, extra: lucro extra em Men!;1,189224415;43814;6169;161;3;0,140799744;0,026098233;0,000486302;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_04_CRM_PERF_BOTMEN_PROP50_PERF_MEN_SSP
Lucro em The Blend exclusivo para você;1,155089483;71378;5139;393;5;0,071996974;0,076474022;0,000972952;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_05_CRM_PERF_THEBLEND_ALAVANC_BE10A25
Lucro em The Blend exclusivo para você;1,114369972;42756;3253;178;4;0,076082889;0,054718721;0,001229634;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_05_CRM_PERF_THEBLEND_COSSEN_LE20
Lucro em The Blend exclusivo para você;1,03166908;41700;2454;119;5;0,058848921;0,048492258;0,00203749;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_05_CRM_PERF_THEBLEND_PROD_TBLEND_NCOMP_2021
Cuide-se Bem: a linha de Cuidados diários com o corpo;1,102574862;215644;33222;938;41;0,154059468;0,028234303;0,001234122;10;2021;202110;Cuidados;Ações Exclusivas;25% Lucro Total;202110_06_CRM_CUID_CDBEM_CROSS_SELL_POTEN_MED_ALTO
Lucro exclucivo para voltar a fazer pedido do Boticário;1,055806737;112697;7692;673;24;0,068253813;0,0874935;0,003120125;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_09_CRM_PERF_ELYSE_INATIVOS_ADMPL_LE35
Lucro exclucivo para voltar a fazer pedido do Boticário;1,056534178;23830;1359;93;3;0,057028955;0,068432671;0,002207506;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_09_CRM_PERF_ELYSE_INATIVOS_CHURN_123_LE35
VOLTE A FAZER PEDIDO COM ESTE SUPER LUCRO!;1,067738421;16542;1638;78;4;0,099020675;0,047619048;0,002442002;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_09_CRM_PERF_ELYSE_INATIVOS_COSSEN_LE20
VOLTE A FAZER PEDIDO COM ESTE SUPER LUCRO!;1,073478089;65606;5907;276;11;0,090037497;0,046724225;0,001862197;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_09_CRM_PERF_ELYSE_INATIVOS_INADIMPL_LE20
Lucro exclucivo para voltar a fazer pedido do Boticário;1,025367931;10980;811;120;7;0,073861566;0,147965475;0,008631319;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_ADIMPL_LE35
Lucro exclucivo para voltar a fazer pedido do Boticário;1,045332087;12069;672;55;2;0,055679841;0,081845238;0,00297619;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_INADIMPL_LE35
Lucro exclucivo para voltar a fazer pedido do Boticário;1,057976379;46219;2934;323;11;0,063480387;0,110088616;0,003749148;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_PERC_50MAIS_LE35
Lucro exclucivo para voltar a fazer pedido do Boticário;1,034668136;10421;748;96;5;0,07177814;0,128342246;0,006684492;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_PERC_50MENOS_LE35
VOLTE A FAZER PEDIDO COM ESTE SUPER LUCRO!;1,046970351;99388;9141;840;45;0,091972874;0,091893666;0,004922875;10;2021;202110;Perfumaria;Ações Exclusivas;35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_PERC_BOT_100_LE20
Lucro exclucivo para voltar a fazer pedido do Boticário;1,008930915;128390;8348;820;48;0,06502064;0,09822712;0,00574988;10;2021;202110;Perfumaria;Ações Exclusivas;+35% Lucro Total;202110_10_CRM_PERF_ELYSE_CESSAD_PERC_BOT_100_LE35
Compre Arbo Botanic e ganhe amostras!;1,14487324;72182;11624;314;10;0,161037378;0,027013076;0,000860289;10;2021;202110;Perfumaria;Ações Exclusivas;Brinde;202110_11_CRM_AMOSTRAGEM_ARBO_BOTANIC_COMP_COSSEN
Compre Arbo Botanic e ganhe amostras!;0,957842957;1490;219;5;0;0,146979866;0,02283105;0;10;2021;202110;Perfumaria;Ações Exclusivas;Brinde;202110_11_CRM_AMOSTRAGEM_ARBO_BOTANIC_COMP_NE
Tem presente de Botik para você!;1,063414169;65804;6487;205;10;0,098580633;0,031601665;0,001541545;10;2021;202110;Cuidados;Ações Exclusivas;Brinde;202110_12_CRM_AMOSTRAGEM_BOTIK_COMP_COSSEN
Tem presente de Botik para você!;0,955708596;1571;189;6;0;0,120305538;0,031746032;0;10;2021;202110;Cuidados;Ações Exclusivas;Brinde;202110_12_CRM_AMOSTRAGEM_BOTIK_COMP_NE
O lançamento de Match com desconto e brinde para você!;1,108227018;77337;5768;272;6;0,074582671;0,047156727;0,001040222;10;2021;202110;Cabelos;Ações Exclusivas;Brinde;202110_13_CRM_AMOSTRAGEM_MATCH_COMP_COSSEN
O lançamento de Match com desconto e brinde para você!;1,104913002;15285;1400;90;3;0,091593065;0,064285714;0,002142857;10;2021;202110;Cabelos;Ações Exclusivas;Brinde;202110_13_CRM_AMOSTRAGEM_MATCH_COMP_NE
O lançamento de Match com desconto e brinde para você!;1,015840403;16731;1055;37;2;0,063056602;0,03507109;0,001895735;10;2021;202110;Cabelos;Ações Exclusivas;Brinde;202110_14_CRM_AMOSTRAGEM_MATCH_NCOMP_COSSEN
O lançamento de Match com desconto e brinde para você!;1,008458244;7226;410;19;1;0,056739552;0,046341463;0,002439024;10;2021;202110;Cabelos;Ações Exclusivas;Brinde;202110_14_CRM_AMOSTRAGEM_MATCH_NCOMP_NE
Insensatez é não aproveitar para ganhar amostras!;1,055867467;41413;3309;68;3;0,079902446;0,020550015;0,000906618;10;2021;202110;Perfumaria;Ações Exclusivas;Brinde;202110_15_CRM_AMOSTRAGEM_INSENSATEZ_COMP_COSSEN
Insensatez é não aproveitar para ganhar amostras!;1,058204419;20462;1696;43;2;0,082885348;0,025353774;0,001179245;10;2021;202110;Perfumaria;Ações Exclusivas;Brinde;202110_15_CRM_AMOSTRAGEM_INSENSATEZ_COMP_NE
💋 30% de lucro pra você e amostras para seus clientes;1,003211484;105171;7080;185;12;0,067318938;0,026129944;0,001694915;10;2021;202110;Maquiagem;Ações Exclusivas;Brinde;202110_16_CRM_AMOSTRAGEM_MAKE_COMP_COSSEN
💋 30% de lucro pra você e amostras para seus clientes;0,973108669;15555;923;13;0;0,059337833;0,014084507;0;10;2021;202110;Maquiagem;Ações Exclusivas;Brinde;202110_16_CRM_AMOSTRAGEM_MAKE_COMP_NE
Dia dos Pais está chegando e os kits já estão disponíves!;1,240658277;47128;7939;791;10;0,16845612;0,099634715;0,001259604;10;2021;202110;Gifts;Produtividade;Desc Progressivo;202110_17_COM_GIFTS_ANTECIP_PAIS_N_COMP_PERF_MASC
Dia dos Pais está chegando e os kits já estão disponíves!;1,283580784;77665;12917;879;6;0,166316874;0,068049857;0,000464504;10;2021;202110;Gifts;Produtividade;Desc Progressivo;202110_17_COM_GIFTS_ANTECIP_PAIS_N_PROD_PERF_MASC
Dia dos Pais está chegando e os kits já estão disponíves!;1,193475423;316340;44215;2488;30;0,1397705;0,056270496;0,000678503;10;2021;202110;Gifts;Produtividade;Desc Progressivo;202110_17_COM_GIFTS_ANTECIP_PAIS_PROD_PERF_MASC
Dia dos Pais está chegando e os kits já estão disponíves!;1,227909778;270035;42438;2971;27;0,157157406;0,070008012;0,000636222;10;2021;202110;Gifts;Produtividade;Desc Progressivo;202110_17_COM_GIFTS_ANTECIP_PAIS_TOP_VLR_GIFTS
Nova linha Match SOS Cauterização;1,261319712;174223;46676;1661;19;0,267909518;0,03558574;0,000407061;10;2021;202110;Cabelos;Foco/SubFoco;Desc Consumidor;202110_18_COM_LCT_CABE_ABRE_JRND_COMP_CABELOS
Nova linha Match SOS Cauterização;1,307122574;36471;9230;199;2;0,253077788;0,02156013;0,000216685;10;2021;202110;Cabelos;Foco/SubFoco;Desc Consumidor;202110_18_COM_LCT_CABE_ABRE_JRND_NCOMP_CABELO_2021
Nova linha Match SOS Cauterização;1,027047544;195459;12887;485;23;0,065931986;0,037634826;0,001784744;10;2021;202110;Cabelos;Foco/SubFoco;Desc Consumidor;202110_18_COM_LCT_CABE_ALAVANCAGEM_CABELOS_BE10A20
Nova linha Match SOS Cauterização;1,21379087;52623;5350;201;2;0,101666572;0,037570093;0,000373832;10;2021;202110;Cabelos;Foco/SubFoco;Desc Consumidor;202110_18_COM_LCT_CABE_NAO_PRODUTIVA_CABELOS
Nova linha Match SOS Cauterização;1,11580669;35081;2875;123;3;0,081953194;0,042782609;0,001043478;10;2021;202110;Cabelos;Foco/SubFoco;Desc Consumidor;202110_18_COM_LCT_CABE_PRODUTIVA_CABELOS
NOME, a Boti Promo chegou para você lucrar até R$48 por item no próximo ciclo!;1,146833666;60363;5162;471;8;0,085515962;0,091243704;0,001549787;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_NOMINAL_SUB_NOMINAL
NOME, a Boti Promo chegou para você lucrar até R$48 por item no próximo ciclo!;1,23167395;60317;5162;449;3;0,085581179;0,08698179;0,00058117;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_NOMINAL_SUB_SEM_PRECO
NOME, a Boti Promo chegou para você lucrar muito!;1,191645621;60462;6094;491;6;0,100790579;0,080571053;0,000984575;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_OCULTO_SUB_CONVENCIONAL
NOME, a Boti Promo chegou para você lucrar muito!;1,21067361;60257;5734;534;5;0,095159069;0,093128706;0,000871992;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_OCULTO_SUB_SEM_PRECO
NOME, a Boti Promo chegou para você com até 49% de desconto!;1,262350677;60257;10937;890;9;0,181505883;0,081375149;0,000822895;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_PERC_SUB_CONVENCIONAL
NOME, a Boti Promo chegou para você com até 49% de desconto!;1,199833493;60385;9742;839;15;0,161331456;0,086121946;0,001539725;10;2021;202110;Perfumaria;Lucro Extra;Desc Consumidor;202110_19_COM_MVT_PERF_BOTIPROMO_PECA_PERC_SUB_NOMINAL
Conheça o sérum Botik Vitamina C_10%;1,091790904;492769;66772;1229;50;0,135503654;0,018405919;0,000748817;10;2021;202110;Cuidados;Foco/SubFoco;Desc Consumidor;202110_20_COM_CUID_BOTIK_N_COMP_FAC_N_PROD_ENGJ90
Conheça o sérum Botik Vitamina C_10%;1,080808731;152739;14312;280;10;0,093702329;0,019564002;0,000698714;10;2021;202110;Cuidados;Foco/SubFoco;Desc Consumidor;202110_20_COM_CUID_BOTIK_VITAMINAC_N_PROD_CUID_FAC
Conheça o sérum Botik Vitamina C_10%;1,085426829;253998;24830;622;21;0,097756675;0,025050342;0,000845751;10;2021;202110;Cuidados;Foco/SubFoco;Desc Consumidor;202110_20_COM_CUID_BOTIK_VITAMINAC_PROD_CUID_FAC
Derrubamos os preços para você vender mais!;1,078379387;220894;15167;917;24;0,068661892;0,06046021;0,001582383;10;2021;202110;Cuidados;Lucro Extra;Desc Consumidor;202110_21_COM_CUID_ALAVANC_CUID_CDBEM_NSPA_BE10A20
Derrubamos os preços para você vender mais!;1,029623616;257369;15260;805;33;0,0592923;0,052752294;0,002162516;10;2021;202110;Cuidados;Lucro Extra;Desc Consumidor;202110_21_COM_CUID_NCOMP_3C_NSPA_CDBEM
Derrubamos os preços para você vender mais!;1,111040865;627605;46705;2781;47;0,074417826;0,059543946;0,001006316;10;2021;202110;Cuidados;Lucro Extra;Desc Consumidor;202110_21_COM_CUID_PROP_ALTA_NSPA_CUIDADOS
💋 30% de lucro pra você e descontos para seus clientes;1,067672055;132248;9283;443;14;0,070193878;0,047721642;0,001508133;10;2021;202110;Maquiagem;Lucro Extra;30% Lucro Total;202110_22_COM_MAKE_EAM_PROD_MAKE_ENGJ180
💋 30% de lucro pra você e descontos para seus clientes;1,04831684;370584;24227;1279;45;0,065375192;0,052792339;0,001857432;10;2021;202110;Maquiagem;Lucro Extra;30% Lucro Total;202110_22_COM_MAKE_EAM_PROP_BAIXA_MAQUIAGEM
💋 30% de lucro pra você e descontos para seus clientes;1,151980263;93409;15232;419;12;0,163067799;0,027507878;0,000787815;10;2021;202110;Maquiagem;Lucro Extra;30% Lucro Total;202110_22_COM_MAKE_EAM_REVS_ABR_EMAIL_LIVE_RAFA
Lily e Insensatez com lucro extra no App!;1,251297604;191985;36958;1657;15;0,192504623;0,044834677;0,000405866;10;2021;202110;Perfumaria;App;25% Lucro Total;202110_23_COM_APP_LE_ABRIU_15DIAS_PROD_POTEN_VIP
Lily e Insensatez com lucro extra no App!;1,142735771;165437;20293;1178;26;0,122663008;0,058049574;0,00128123;10;2021;202110;Perfumaria;App;25% Lucro Total;202110_23_COM_APP_LE_LILY_INSENSATEZ_N_USER_APP
Lily e Insensatez com lucro extra no App!;1,135833988;327163;45220;1827;45;0,138218564;0,040402477;0,000995135;10;2021;202110;Perfumaria;App;25% Lucro Total;202110_23_COM_APP_LE_USER_APP_N_ABRE_15DIAS
Confira o lucro que só o Meu Clube Boti tem neste ciclo;1,193692412;121482;20258;637;11;0,166757215;0,031444368;0,000542995;10;2021;202110;Perfumaria;Produtividade;Outros;202110_24_COM_MCB_PERF_ELYSEE_GOLD_ESMERALDA_DIAM
⚡ PROMOÇÃO RELÂMPAGO ⚡;1,328566548;135447;50191;4454;34;0,370558226;0,088741009;0,000677412;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_25_COM_PROMO_RLMPG_LIZ_EINSTEIN_LOYALIST
⚡ PROMOÇÃO RELÂMPAGO ⚡;1,205176759;206232;38851;2157;33;0,188384926;0,055519806;0,000849399;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_25_COM_PROMO_RLMPG_LIZ_EINSTEIN_WIN_SHOP
⚡ PROMOÇÃO RELÂMPAGO ⚡;1,0962691;118461;9308;627;16;0,078574383;0,06736141;0,001718951;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_25_COM_PROMO_RLMPG_LIZ_ENGJ30
⚡ Achou que não ia ter mais Promo Relâmpago?;1,319793428;135178;30396;2723;14;0,224859075;0,089584156;0,000460587;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_26_COM_PROMO_RLMPG_IN_BOT_EINSTEIN_LOYALIST
⚡ Achou que não ia ter mais Promo Relâmpago?;1,093574416;205758;13772;798;17;0,066932999;0,057943654;0,001234389;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_26_COM_PROMO_RLMPG_IN_BOT_EINSTEIN_WIN_SHOP
⚡ Achou que não ia ter mais Promo Relâmpago?;1,00976287;118298;3683;288;8;0,03113324;0,078197122;0,002172142;10;2021;202110;Perfumaria;Lucro Extra;+35% Lucro Total;202110_26_COM_PROMO_RLMPG_INTENS_BOTIC_ENGJ30
Boti Recicla: você ganha e o planeta agradece;1,141214314;143072;27205;731;26;0,190149016;0,026870061;0,000955707;10;2021;202110;BotiRecicla;BotiRecicla;Outros;202110_27_COM_BOTI_RECICLA_NAO_PROD_ENGJ30
